1583070	675
1271138	43
1511228	555
228059	539
1080906	646
931850	207
1420951	18
2068913	323
1770603	553
1979208	394
1603004	205
1603004	401
19393	421
36602	200
2238147	644
649512	23
1998347	234
1998346	621
1033429	156
707167	276
707167	415
1871986	17
235384	51
235384	189
235384	478
2066790	246
523052	573
311174	184
2205566	351
494926	52
1691965	368
572914	18
1788074	513
1073111	48
1004242	539
2096638	85
1072246	115
1072246	268
1072246	271
1072246	301
1072246	385
1072246	426
1072246	643
2064798	95
195514	61
276	167
276	554
1697498	513
687769	105
687769	217
687769	522
1074835	258
392114	457
392115	453
392115	579
1872973	31
1872973	164
1872973	187
1872973	227
1872973	261
1872973	277
1872973	297
1872973	495
1872973	587
1872973	594
1872973	641
1872973	656
2100193	543
1473365	419
242513	523
242513	609
1473368	27
1618161	356
1425111	34
1425111	244
153775	139
701862	579
1654138	225
1909057	81
586370	86
586370	263
586370	606
586370	606
1972521	23
1650496	486
1902303	200
1045183	139
1302622	241
1872986	165
939917	678
2147028	149
2199455	453
821003	234
349358	558
1881880	452
1881887	285
2031510	98
2031510	406
609407	206
1952397	17
2254776	153
875005	628
875000	354
875000	480
875000	539
875000	645
875000	680
827521	4
458804	212
2041125	636
190333	142
190333	319
190333	468
190333	494
190333	633
190331	144
190331	172
173801	420
2033916	123
90310	39
90310	104
90310	394
90310	471
90310	601
90310	686
870183	47
870183	109
870183	324
870183	341
870183	469
2025938	608
2025938	608
1959013	417
920627	359
2150352	659
871270	585
1382998	140
1259910	127
1176115	194
1176115	346
844535	313
1640840	685
1221764	221
2130033	194
1905619	94
1905619	201
1905619	435
1905619	503
1905619	699
237529	395
1129839	28
1129839	31
1129839	38
1129839	87
1129839	185
1129839	220
1129839	253
1129839	275
1129839	297
1129839	349
1129839	376
1129839	428
1129839	495
1129839	641
1129839	656
1129839	689
549938	544
939269	53
291283	23
2192640	102
237594	177
2218180	41
2218184	85
2114275	533
2114275	631
2218188	143
1764603	419
1955856	372
2171572	575
927534	176
1263548	262
2068422	237
252639	234
705547	293
467809	489
467809	659
29768	89
29768	116
29768	133
1087067	119
1087067	301
1087067	685
1735076	320
1735076	320
40969	71
1967543	186
1141417	565
1170	360
1170	397
1034429	415
242144	631
242141	506
2008587	121
2008587	442
1149628	389
2108833	126
2036636	600
1374824	186
2170195	7
1223478	502
381188	396
1380590	107
1380592	327
1380592	655
2111338	446
1384878	281
1015318	43
1015318	289
1015318	563
1720524	269
1384873	541
1028368	368
430282	48
1186520	288
930302	636
1038085	234
2086883	613
2082500	123
2082500	467
1469734	37
706014	185
706014	227
706014	233
706014	330
706014	343
706014	499
706014	500
706014	526
706014	534
706014	637
706014	656
706014	665
706014	689
305996	34
998874	152
1264015	280
1910775	90
1910775	232
1910775	328
1910775	336
1910775	439
1910775	462
1910775	553
1910775	663
1910775	675
2012857	505
50410	112
50410	700
2194947	322
1666459	371
2137355	94
2121874	46
111549	637
1544768	378
1037194	387
1037194	442
1920856	460
2121879	71
72189	408
580216	395
580216	681
192225	424
1447915	591
453361	234
1994663	119
1994663	243
1994663	377
1994663	579
1104026	393
1094822	384
1896458	670
424483	306
621300	184
1156301	513
1518351	215
277901	107
303902	24
303902	39
1218755	8
1218755	106
1218755	680
1134660	118
1134660	318
1134660	581
383768	276
759373	466
1686268	557
2216254	259
1865392	206
1865392	446
477564	207
477564	396
477564	694
567305	579
1338801	649
1321053	397
1289147	98
807333	577
1073655	659
1379032	619
1703812	579
1700933	233
1142259	429
1142259	429
698223	321
1339816	649
1703377	26
1703377	223
1703377	475
1703377	596
2124578	495
2124578	681
1913158	424
1865025	419
1865026	652
1078684	17
1782159	431
1169983	99
1169983	131
1169983	158
1169983	219
1169983	293
1169983	426
1169983	427
1169983	561
1169983	600
1254396	34
2191660	522
997949	646
1782158	56
1563270	112
1607228	183
52103	497
1925983	56
1321685	613
1321685	613
759955	166
1113747	287
1113747	434
1667494	49
1667494	116
1667494	236
1667494	607
670640	2
1059741	241
1059741	297
1059741	591
1059741	594
1059741	689
2001842	216
990444	255
990444	624
1058294	141
1058294	291
1679050	107
758020	184
758023	457
357208	7
420810	143
809666	85
340737	696
1644148	621
879025	621
2159448	397
1794689	39
1794689	283
347961	215
2117047	471
1897466	143
1550155	333
2046739	460
57089	419
57089	419
1289858	335
1289858	405
1733637	95
509644	49
509644	131
509644	132
509644	147
509644	193
509644	326
509644	469
509644	478
509644	611
509644	679
509645	90
509645	142
509645	271
509645	301
509645	540
509645	553
509645	650
2125628	508
2125628	641
972659	581
2087454	4
1520706	636
16708	76
1162538	684
2165974	54
855185	575
402597	184
299898	460
2208055	263
380443	52
380443	307
517581	524
534269	41
997236	470
2017394	83
1750493	207
564023	621
187416	439
1400080	504
1660147	80
1152105	368
2236225	143
341063	56
952780	422
2127705	38
1852966	151
1852966	285
895562	555
1719251	530
1930072	329
856985	346
2007870	246
1007040	441
1091223	25
1091223	326
2121012	532
2121012	647
845914	566
1025070	33
1025070	180
1025070	205
1025070	429
1025070	459
1826250	18
1636607	128
1636607	151
223032	520
724017	118
445499	317
692073	49
692073	90
692073	519
863851	171
137450	17
751209	263
1467765	37
1985125	458
2051237	276
2051237	341
716132	215
1497086	280
275242	613
447389	504
2203602	178
2203602	611
1336430	421
526636	95
815474	670
711784	165
1534569	22
1409102	531
30336	533
30336	631
1320991	621
985661	502
76165	155
1584811	681
1337524	118
950021	167
950021	504
2089947	460
1583279	48
1197735	45
1251136	321
688720	69
688720	285
688720	512
1960193	341
2126541	60
987757	10
987757	275
987757	277
987757	526
1239471	118
1935242	548
1292361	625
103706	341
103706	469
103706	609
1571538	49
1571538	71
1571538	89
1571538	90
1571538	99
1571538	218
1571538	219
1571538	223
1571538	427
1571538	444
1571538	532
1571538	553
1571538	571
1571538	647
1571538	647
1571538	659
2091583	498
1440447	265
1786884	64
1786884	510
64679	408
1651321	39
1651321	329
1705386	432
225315	243
225315	316
225315	566
529187	368
1051021	617
1376065	473
1560894	377
145774	112
750617	118
1820591	493
1612998	94
1612998	131
1612998	302
1612998	397
1612998	439
1612998	484
1612998	510
1612998	568
136326	617
598220	628
1679870	487
1324923	437
188771	107
1277449	237
594536	149
1611946	98
1611946	138
1611946	146
1337386	144
1337386	405
1337386	537
1127196	25
1717534	434
1065517	218
2054348	210
1407613	153
527584	223
527584	263
2020454	329
2004060	255
1622143	31
1622143	78
1622143	122
1622143	253
1622143	326
1622143	435
1622143	450
1622143	459
1622143	594
1622143	656
1622143	689
1984384	341
1872020	31
1872020	228
642119	118
642119	690
2261022	226
1501643	331
959690	424
1116051	31
2020182	395
420175	526
1756952	579
1756952	580
1693724	396
1238782	110
1238782	585
1238782	593
563324	408
721533	37
721533	37
721533	525
1625692	233
1880532	213
1880532	371
2184071	307
624838	171
92742	32
1629140	436
1896621	232
1896621	663
407775	15
407775	376
407775	637
744748	202
288566	360
1163613	20
1163613	303
1649946	628
1515053	512
1379994	668
1379994	675
1667821	263
124114	4
2010958	470
1300463	254
1300463	603
1392664	613
1392664	613
1049505	200
1753122	56
1334126	479
716491	699
1065095	479
724838	414
654726	95
2143286	156
2143280	436
654877	423
270731	641
270731	656
821576	559
2134489	422
2211146	654
1805458	259
1721059	179
1614463	213
622290	435
622290	534
208579	134
517917	228
1692185	213
2118805	294
274923	307
719773	335
481149	55
796659	260
1573827	390
1573827	413
1573820	609
1035864	636
390866	287
390866	321
390866	479
390866	700
442964	56
404083	307
1886497	39
1886497	504
1886494	106
1777879	663
584685	497
1360738	617
554762	439
1899530	381
837513	7
837513	504
2186561	322
742352	217
69838	443
175249	120
175249	402
175249	540
935975	95
252434	286
87293	71
87293	354
87293	588
1318455	132
1318455	132
1318455	146
1318455	241
1318455	250
1318455	665
1498873	219
44222	670
701467	239
1629904	631
1662957	72
1662957	146
1662957	219
1662957	246
1662957	534
753571	341
1297074	234
1297074	234
657962	606
596481	20
596481	303
707709	248
1104741	184
583303	113
583303	374
809094	230
809094	326
809094	562
944382	520
1799973	110
1149424	11
2056590	447
2244720	123
2244720	499
1956779	424
916807	156
1223527	153
1593943	236
788595	39
2103333	581
788592	476
382612	24
382612	39
382612	389
382612	501
1467287	512
1694933	192
316611	312
1546001	258
2119042	554
685015	78
